aired_at,duration,client_name,channel_name,city_name,campaign_name,brand_name,video_path,thumbnail_path
2015-12-02T01:54:22:000000Z,10.00,"India News 360",IBN7,UP,"India News 360","India News 360",http://amagicloud.s3.amazonaws.com/archive/2015-12-02/IB/KP/81CQJTQ6OLGH_072422_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-02/IB/KP/81CQJTQ6OLGH_072422_10.jpg
2015-12-08T12:40:07:000000Z,10.00,"Nova Dairy","Zee News",MPCG,"Nova Dairy","Nova Dairy",http://amagicloud.s3.amazonaws.com/archive/2015-12-08/ZN/BH/4DNF4ID3PYXW_181007_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-08/ZN/BH/4DNF4ID3PYXW_181007_10.jpg
2015-12-09T09:22:08:000000Z,10.00,"Ascent Meditech Limited","Zee Cinema",DTH,"Ascent Meditech",Flamingo,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZC/MA/5LSP5VY3JPLC_145208_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZC/MA/5LSP5VY3JPLC_145208_10.jpg
2015-12-17T12:01:52:000000Z,30.00,"Dollar Industries","Zee Cinema",DTH,"Dollar Industries",Dollar,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZC/MA/5GMM9Z9W38XJ_173152_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZC/MA/5GMM9Z9W38XJ_173152_30.jpg
2015-12-17T11:26:51:000000Z,15.00,"Hindustan Unilever Limited","Zee TV","Madhya Pradesh","HUL_Vim Bar","Vim Bar",http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/BH/8CYE6DWBNCOC_165651_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/BH/8CYE6DWBNCOC_165651_15.jpg
2015-12-09T08:23:32:000000Z,10.00,"Lucknow Gramudyog Sansthan","Zee News",Bihar,"Guide Detergent","Guide Detergent",http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZN/PT/49HBY6NTN7Z2_135332_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZN/PT/49HBY6NTN7Z2_135332_10.jpg
2015-12-05T09:21:48:000000Z,10.00,"Mantora Oil Products Ltd.",IBN7,"Uttar Pradesh","Bawarchi Oil","Bawarchi Sarnso Active Oil",http://amagicloud.s3.amazonaws.com/archive/2015-12-05/IB/KP/7X91251LQM33_145148_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-05/IB/KP/7X91251LQM33_145148_10.jpg
2015-12-05T06:57:16:000000Z,10.00,"LOreal India Pvt. Ltd.","Zee TV",Maharashtra,"LP_Range Sachet","LOREAL PARIS",http://amagicloud.s3.amazonaws.com/archive/2015-12-05/ZT/MU/7LQX8MRS8VMA_122716_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-05/ZT/MU/7LQX8MRS8VMA_122716_10.jpg
2015-12-21T11:53:21:000000Z,30.00,"Idea Cellular Limited",IBN7,Delhi,"Idea Cellular",IDEA,http://amagicloud.s3.amazonaws.com/archive/2015-12-21/IB/DL/3CW2B5DV2MDK_172321_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-21/IB/DL/3CW2B5DV2MDK_172321_30.jpg
2015-12-20T02:56:14:000000Z,5.00,"Amagi Media Labs Pvt Ltd","Zee News",DTH,"New Amagi Filler",Amagi,http://amagicloud.s3.amazonaws.com/archive/2015-12-20/ZN/MA/3S0NFS6GRX6N_082614_5.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-20/ZN/MA/3S0NFS6GRX6N_082614_5.jpg
2015-12-11T14:22:42:000000Z,15.00,"Indofil Industries Limited","Zee News",Bihar,"Indofil Industries","Indofil Industries",http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/PT/52Y937RQL1DL_195242_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/PT/52Y937RQL1DL_195242_15.jpg
2015-12-17T06:23:56:000000Z,20.00,"Richfeel Health and Beauty Pvt Ltd","Zee News",Mumbai,Richfeel,Richfeel,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZN/MU/4FN7X2N6FEBP_115356_19.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZN/MU/4FN7X2N6FEBP_115356_19.jpg
2015-12-22T03:25:06:000000Z,15.00,"Slanzer Technology Private Limited",IBN7,Delhi,"Slanzer Gadgets","Slanzer Gadgets",http://amagicloud.s3.amazonaws.com/archive/2015-12-22/IB/MA/6QR1FQYPAD18_085506_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-22/IB/MA/6QR1FQYPAD18_085506_15.jpg
2015-12-12T13:56:48:000000Z,20.00,"Fena Pvt Limited","Zee TV",Punjab,Fena,Fena,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZT/LD/6PGRYK1WG1O2_192648_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZT/LD/6PGRYK1WG1O2_192648_20.jpg
2015-12-10T17:26:29:000000Z,10.00,"Ascent Meditech Limited","Zee Cinema",DTH,"Ascent Meditech",Flamingo,http://amagicloud.s3.amazonaws.com/archive/2015-12-10/ZC/MA/5LSP5VY3JPLC_225629_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-10/ZC/MA/5LSP5VY3JPLC_225629_10.jpg
2015-12-05T06:17:47:000000Z,20.00,"Emami Ltd.","Zee TV",WestBengal,"Emami_Healthy and Tasty Oil","Emami Healthy and Tasty Refined Rice Bran Oil",http://amagicloud.s3.amazonaws.com/archive/2015-12-05/ZT/KO/2V0PRU2T1F8G_114747_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-05/ZT/KO/2V0PRU2T1F8G_114747_20.jpg
2015-12-18T16:43:21:000000Z,30.00,"Johnson And Johnson Limited","Zee Cinema","West Bengal","JNJ Baby Cream_ZC","Baby Cream",http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZC/KO/8WK30DAMLRA3_221321_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZC/KO/8WK30DAMLRA3_221321_30.jpg
2015-12-16T12:42:03:000000Z,20.00,"Canary Apparels Pvt Ltd.",IBN7,"Uttar Pradesh","Canary London","Canary Apparels Pvt Ltd.",http://amagicloud.s3.amazonaws.com/archive/2015-12-16/IB/UR/2MW1R3UZ8SZ3_181203_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-16/IB/UR/2MW1R3UZ8SZ3_181203_20.jpg
2015-12-11T08:47:27:000000Z,20.00,"FERRERO INDIA PVT. LTD.","Zee News",Maharashtra,"KJ Ei7 Suste   ","Kinder Joy",http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/MU/75KAJFEI4548_141727_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/MU/75KAJFEI4548_141727_20.jpg
2015-12-23T09:12:58:000000Z,25.00,"Vini Cosmetics Pvt. Ltd.","Zee Bangla",Bangladesh,"Vini Cosmetics",Fogg,http://amagicloud.s3.amazonaws.com/archive/2015-12-23/ZA/BD/7JQQPUB08YLY_144258_25.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-23/ZA/BD/7JQQPUB08YLY_144258_25.jpg
2015-12-10T17:01:27:000000Z,15.00,"Hindustan Unilever Limited","Zee Cinema",Delhi,"HUL_Vim Bar","Vim Bar",http://amagicloud.s3.amazonaws.com/archive/2015-12-10/ZC/DL/8P9K48WQGQ5Z_223127_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-10/ZC/DL/8P9K48WQGQ5Z_223127_15.jpg
2015-12-05T10:43:30:000000Z,10.00,"Pfizer Limited",IBN7,Delhi,Pfizer_Becosule,Becosule,http://amagicloud.s3.amazonaws.com/archive/2015-12-05/IB/DL/6WBV66FMROOW_161330_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-05/IB/DL/6WBV66FMROOW_161330_10.jpg
2015-12-08T13:22:38:000000Z,20.00,"Richfeel Health and Beauty Pvt Ltd","Zee News",Mumbai,Richfeel,Richfeel,http://amagicloud.s3.amazonaws.com/archive/2015-12-08/ZN/MU/4FN7X2N6FEBP_185238_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-08/ZN/MU/4FN7X2N6FEBP_185238_20.jpg
2015-12-12T05:24:32:000000Z,25.00,"Rosario Cosmetics Pvt Ltd","Zee TV",Delhi,"Rosario Cosmetics","HYGIA 24H Protection",http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZT/DL/200X25KN805U_105432_25.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZT/DL/200X25KN805U_105432_25.jpg
2015-12-12T16:42:32:000000Z,20.00,"Johnson And Johnson Limited","Zee Cinema",Mumbai,"FFW India Film","Clean and Clear Foaming Wash",http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZC/MU/442FETHF68BZ_221232_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZC/MU/442FETHF68BZ_221232_20.jpg
2015-12-17T01:55:03:000000Z,10.00,"Camey Synthetics Pvt Ltd.","Zee News",DTH,"Camey Synthetics","Camey Synthetics",http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZN/MA/5G37VRZZGFPL_072503_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZN/MA/5G37VRZZGFPL_072503_10.jpg
2015-12-17T08:49:45:000000Z,15.00,"Hindustan Unilever Limited","Zee TV",Bihar,"HUL_Vim Bar","Vim Bar",http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/PT/8CYE6DUX7NFO_141945_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/PT/8CYE6DUX7NFO_141945_15.jpg
2015-12-11T02:24:24:000000Z,20.00,"Padam Motors Pvt. Ltd.","Zee News",PHCHP,"Padam Motors","Padam Motors",http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/LD/45M69LIMO1EO_075424_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/LD/45M69LIMO1EO_075424_20.jpg
2015-12-18T12:14:46:000000Z,20.00,"Johnson And Johnson Limited","Zee TV","North East","FFW India Film","Clean and Clear Foaming Wash",http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZT/GW/1BNQLNHHTEZR_174446_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZT/GW/1BNQLNHHTEZR_174446_20.jpg
2015-12-09T14:53:01:000000Z,20.00,"Pepsico India Holdings Private Limited","Zee TV",Punjab,Tropicana,Tropicana,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZT/LD/2DD28JJQKBC1_202301_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZT/LD/2DD28JJQKBC1_202301_20.jpg
2015-12-01T03:13:58:000000Z,10.00,"Lucknow Gramudyog Sansthan","Zee News",Bihar,"Guide Detergent","Guide Detergent",http://amagicloud.s3.amazonaws.com/archive/2015-12-01/ZN/PT/49HBY6NTN7Z2_084358_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-01/ZN/PT/49HBY6NTN7Z2_084358_10.jpg
2015-12-07T06:44:29:000000Z,25.00,"Sanghvi Foods Private Limited","Zee TV",Mumbai,"Sanghvi Foods","Silver Coin Atta",http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZT/MA/3DI2HU0WX9YG_121429_25.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZT/MA/3DI2HU0WX9YG_121429_25.jpg
2015-12-20T05:13:38:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.",IBN7,DTH,"Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-20/IB/MA/1MK39I7CI95W_104338_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-20/IB/MA/1MK39I7CI95W_104338_10.jpg
2015-12-02T13:25:24:000000Z,10.00,"Lucknow Gramudyog Sansthan","Zee News",Bihar,"Guide Detergent","Guide Detergent",http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZN/PT/49HBY6NTN7Z2_185524_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZN/PT/49HBY6NTN7Z2_185524_10.jpg
2015-12-18T02:25:58:000000Z,10.00,"Wings Hospital","Zee News",Gujarat,"Boon IVF Centre","Boon IVF Centre",http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZN/AM/1M4TASBU6DAN_075558_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZN/AM/1M4TASBU6DAN_075558_10.jpg
2015-12-03T14:54:19:000000Z,30.00,"Johnson And Johnson Limited","Zee Cinema","West Bengal","JNJ Baby Cream_ZC","Baby Cream",http://amagicloud.s3.amazonaws.com/archive/2015-12-03/ZC/KO/8WK30DAMLRA3_202419_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-03/ZC/KO/8WK30DAMLRA3_202419_30.jpg
2015-12-14T05:56:12:000000Z,10.00,"Muntaha Foods Pvt Ltd",IBN7,Punjab,"Muntaha Foods","Ground Fresh Masalay",http://amagicloud.s3.amazonaws.com/archive/2015-12-14/IB/LD/4QBPDHEE2TP7_112612_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-14/IB/LD/4QBPDHEE2TP7_112612_10.jpg
2015-12-17T08:19:00:000000Z,20.00,"Pepsico India Holdings Private Limited","Zee TV","Uttar Pradesh",Tropicana,Tropicana,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/UR/2DD28JMKODIR_134900_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/UR/2DD28JMKODIR_134900_20.jpg
2015-12-02T06:56:47:000000Z,20.00,"The Saraswat Cooperative Bank Ltd.","Zee News",Mumbai,"Saraswat Bank_KWIK LAP","Sarswat cooperative Bank",http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZN/MU/707XAC2ARYPZ_122647_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZN/MU/707XAC2ARYPZ_122647_20.jpg
2015-12-14T07:56:29:000000Z,20.00,"Pepsico India Holdings Private Limited","Zee TV",Rajasthan,Tropicana,Tropicana,http://amagicloud.s3.amazonaws.com/archive/2015-12-14/ZT/JP/2DD28JJLD69T_132629_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-14/ZT/JP/2DD28JJLD69T_132629_20.jpg
2015-12-19T15:15:31:000000Z,10.00,"Planet Nutrition Pvt. Ltd.","Zee News",DTH,"Planet Nutrition","FB Nutrition",http://amagicloud.s3.amazonaws.com/archive/2015-12-19/ZN/MA/6CWCD35ZRHWE_204531_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-19/ZN/MA/6CWCD35ZRHWE_204531_10.jpg
2015-12-16T09:12:11:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.",IBN7,DTH,"Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-16/IB/MA/1MK39I7CI95W_144211_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-16/IB/MA/1MK39I7CI95W_144211_10.jpg
2015-12-21T10:48:03:000000Z,10.00,"Nova and Company","Zee TV","Madhya Pradesh","Nova Cream","Nova Cream",http://amagicloud.s3.amazonaws.com/archive/2015-12-21/ZT/BH/1YK6GR7IW4FB_161803_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-21/ZT/BH/1YK6GR7IW4FB_161803_10.jpg
2015-12-13T16:42:26:000000Z,5.00,"Amagi Media Labs Pvt Ltd",IBN7,"All India DTH","Amagi Filler_IBN7","Amagi Media",http://amagicloud.s3.amazonaws.com/archive/2015-12-13/IB/MA/2YKTJJA5FTDB_221226_5.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-13/IB/MA/2YKTJJA5FTDB_221226_5.jpg
2015-12-03T15:25:08:000000Z,50.00,"Abul Khair Group Ltd.","Zee Bangla",Bangladesh,"Abul Khair Group","Marks Diet",http://amagicloud.s3.amazonaws.com/archive/2015-12-03/ZA/BD/63FQ3GYIN92R_205508_50.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-03/ZA/BD/63FQ3GYIN92R_205508_50.jpg
2015-12-22T14:12:32:000000Z,10.00,"Wings Hospital","Zee News",Gujarat,"Boon IVF Centre","Boon IVF Centre",http://amagicloud.s3.amazonaws.com/archive/2015-12-22/ZN/AM/1M4TASBU6DAN_194232_9.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-22/ZN/AM/1M4TASBU6DAN_194232_9.jpg
2015-12-06T02:10:05:000000Z,10.00,"Gopinath Patil Parsik Janata Sahakari Bank Limited",IBN7,Maharashtra,"GP Parsik Bank","Gopinath Patil Parsik Janata Sahakari Bank",http://amagicloud.s3.amazonaws.com/archive/2015-12-06/IB/MU/1T4VO64UNG1Z_074005_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-06/IB/MU/1T4VO64UNG1Z_074005_10.jpg
2015-12-17T05:56:33:000000Z,20.00,"GK Tobacco Industries Pvt Ltd",IBN7,Rajasthan,"Zafri Pan Masala","Zafri Pan Masala",http://amagicloud.s3.amazonaws.com/archive/2015-12-17/IB/MA/6IH72M09308S_112633_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/IB/MA/6IH72M09308S_112633_20.jpg
2015-12-23T10:21:19:000000Z,10.00,"Technoculture Building Solutions Pvt.Ltd","Zee News",Jharkhand,"TechnoCulture_Vastu Vihar","Vastu Vihar",http://amagicloud.s3.amazonaws.com/archive/2015-12-23/ZN/RA/5S51YO15W7NH_155119_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-23/ZN/RA/5S51YO15W7NH_155119_10.jpg
2015-12-22T13:21:08:000000Z,10.00,"Technoculture Building Solutions Pvt.Ltd","Zee News",Bihar,"TechnoCulture_Vastu Vihar","Vastu Vihar",http://amagicloud.s3.amazonaws.com/archive/2015-12-22/ZN/PT/5S51YO32PD1J_185108_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-22/ZN/PT/5S51YO32PD1J_185108_10.jpg
2015-12-15T05:56:09:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.","Zee News",Punjab,"Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-15/ZN/LD/1MK39I4M3JP4_112609_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-15/ZN/LD/1MK39I4M3JP4_112609_10.jpg
2015-12-12T13:45:41:000000Z,30.00,"HAYAT KIMYA SANAYI A.S.","Zee Bangla",Bnagladesh,Molfix,"Molfix Baby Diaper",http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZA/BD/162K9LRVYZZZ_191541_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZA/BD/162K9LRVYZZZ_191541_30.jpg
2015-12-15T16:23:29:000000Z,10.00,"Amagi Media Labs Pvt Ltd",IBN7,"All India DTH","Amagi Filler_IBN7","Amagi Media",http://amagicloud.s3.amazonaws.com/archive/2015-12-15/IB/MA/2YKTJJBDSBOZ_215329_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-15/IB/MA/2YKTJJBDSBOZ_215329_10.jpg
2015-12-06T10:47:26:000000Z,20.00,"Anchor Health and Beauty Care Pvt. Ltd.","Zee TV",Rajasthan,"Anchor Health Care","Anchor Toothpaste",http://amagicloud.s3.amazonaws.com/archive/2015-12-06/ZT/JP/84LCB6ZD6FU5_161726_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-06/ZT/JP/84LCB6ZD6FU5_161726_20.jpg
2015-12-13T08:07:32:000000Z,30.00,"Idea Cellular Limited","Zee TV",Delhi,"Idea_3G900 Launch",IDEA,http://amagicloud.s3.amazonaws.com/archive/2015-12-13/ZT/DL/14VG7IJSNNSA_133732_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-13/ZT/DL/14VG7IJSNNSA_133732_30.jpg
2015-12-09T04:07:05:000000Z,30.00,"Johnson And Johnson Limited","Zee Cinema",Gujarat,"JNJ Foundation_Rev Pack","Baby Lotion",http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZC/AM/UBXWGESU7IPY_093705_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZC/AM/UBXWGESU7IPY_093705_30.jpg
2015-12-04T05:59:50:000000Z,30.00,"Wipro Enterprises Ltd. Consumer Care And Lighting Div","Zee Cinema",Gujarat,Wipro_HBL,"Santoor Hand and Body Lotion",http://amagicloud.s3.amazonaws.com/archive/2015-12-04/ZC/AM/122CGX9NZY60_112950_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-04/ZC/AM/122CGX9NZY60_112950_30.jpg
2015-12-07T16:11:42:000000Z,20.00,"Anchor Health and Beauty Care Pvt. Ltd.",IBN7,Punjab,"Anchor Health Care","Anchor Toothpaste",http://amagicloud.s3.amazonaws.com/archive/2015-12-07/IB/LD/77JR2BS5GO4L_214142_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-07/IB/LD/77JR2BS5GO4L_214142_20.jpg
2015-12-04T07:18:04:000000Z,30.00,"BBC World","Zee TV","Uttar Pradesh","BBC Dunia-Test","BBC Dunia",http://amagicloud.s3.amazonaws.com/archive/2015-12-04/ZT/UR/553CNXMTDFTF_124804_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-04/ZT/UR/553CNXMTDFTF_124804_30.jpg
2015-12-17T06:48:29:000000Z,20.00,"Pepsico India Holdings Private Limited","Zee TV",Punjab,Tropicana,Tropicana,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/LD/2DD28JJQKBC1_121829_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/LD/2DD28JJQKBC1_121829_20.jpg
2015-12-03T17:19:20:000000Z,20.00,"Anchor Health and Beauty Care Pvt. Ltd.","Zee TV",Rajasthan,"Anchor Health Care","Anchor Toothpaste",http://amagicloud.s3.amazonaws.com/archive/2015-12-03/ZT/JP/1V9Y11ZZ5IM0_224920_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-03/ZT/JP/1V9Y11ZZ5IM0_224920_20.jpg
2015-12-12T09:16:47:000000Z,30.00,"Idea Cellular Limited","Zee News",Delhi,"Idea Cellular",IDEA,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZN/DL/88I05ONW998T_144647_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZN/DL/88I05ONW998T_144647_30.jpg
2015-12-09T16:13:24:000000Z,25.00,"Vini Cosmetics Pvt. Ltd.","Zee Bangla",Bangladesh,"Vini Cosmetics",Fogg,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZA/BD/7JQQPUB08YLY_214324_25.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZA/BD/7JQQPUB08YLY_214324_25.jpg
2015-12-12T03:16:05:000000Z,10.00,"Marvellous India Pvt. Ltd.","Zee News","West Bengal","Marvellous_Chiraj Appliances","Jaipan Water Heater",http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZN/KO/UP2SGWC35OS8_084605_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZN/KO/UP2SGWC35OS8_084605_10.jpg
2015-12-07T08:14:57:000000Z,10.00,"Muntaha Foods Pvt Ltd","Zee News",Punjab,"Muntaha Foods","Ground Fresh Masalay",http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZN/LD/4QBPDHEE2TP7_134457_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZN/LD/4QBPDHEE2TP7_134457_10.jpg
2015-12-19T03:46:29:000000Z,10.00,"Marvellous India Pvt. Ltd.","Zee News","West Bengal","Marvellous_Chiraj Appliances","Jaipan Water Heater",http://amagicloud.s3.amazonaws.com/archive/2015-12-19/ZN/KO/UP2SGWC35OS8_091629_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-19/ZN/KO/UP2SGWC35OS8_091629_10.jpg
2015-12-14T10:48:25:000000Z,15.00,"Hindustan Unilever Limited","Zee TV",Chattisgarh,"HUL_Vim Bar","Vim Bar",http://amagicloud.s3.amazonaws.com/archive/2015-12-14/ZT/RP/8CYE6DWQP5G8_161825_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-14/ZT/RP/8CYE6DWQP5G8_161825_15.jpg
2015-12-05T07:42:06:000000Z,20.00,"Starck Impex Pvt Ltd","Zee News",DTH,"Starck Impex","Quick Step",http://amagicloud.s3.amazonaws.com/archive/2015-12-05/ZN/MA/8HO7P5M1PDPR_131206_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-05/ZN/MA/8HO7P5M1PDPR_131206_20.jpg
2015-12-23T04:47:28:000000Z,30.00,"The Quopn Company Pvt Ltd","Zee TV",Mumbai,Quopn,Quopn,http://amagicloud.s3.amazonaws.com/archive/2015-12-23/ZT/MU/3KNDJ7MIZKGP_101728_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-23/ZT/MU/3KNDJ7MIZKGP_101728_30.jpg
2015-12-02T11:57:33:000000Z,20.00,"Anchor Health and Beauty Care Pvt. Ltd.","Zee TV",Rajasthan,"Anchor Health Care","Anchor Toothpaste",http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZT/JP/1V9Y11ZZ5IM0_172733_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZT/JP/1V9Y11ZZ5IM0_172733_20.jpg
2015-12-05T06:40:33:000000Z,30.00,"Wipro Enterprises Ltd. Consumer Care And Lighting Div","Zee Cinema",Gujarat,Wipro_HBL,"Santoor Hand and Body Lotion",http://amagicloud.s3.amazonaws.com/archive/2015-12-05/ZC/AM/122CGX9NZY60_121033_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-05/ZC/AM/122CGX9NZY60_121033_30.jpg
2015-12-08T15:44:26:000000Z,30.00,"HAYAT KIMYA SANAYI A.S.","Zee Bangla",Bnagladesh,Molfix,"Molfix Baby Diaper",http://amagicloud.s3.amazonaws.com/archive/2015-12-08/ZA/BD/162K9LRVYZZZ_211426_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-08/ZA/BD/162K9LRVYZZZ_211426_30.jpg
2015-12-22T06:09:41:000000Z,10.00,"Ratnesh International","Zee News",DTH,"Ratnesh International","Ratnesh International",http://amagicloud.s3.amazonaws.com/archive/2015-12-22/ZN/MA/2JA0JL5ABF9G_113941_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-22/ZN/MA/2JA0JL5ABF9G_113941_10.jpg
2015-12-20T15:23:26:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.","Zee News",Hyderabad,"Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-20/ZN/HY/1MK39I8AWJRO_205326_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-20/ZN/HY/1MK39I8AWJRO_205326_10.jpg
2015-12-03T13:55:08:000000Z,10.00,"Planet Nutrition Pvt. Ltd.","Zee News",DTH,"Planet Nutrition","FB Nutrition",http://amagicloud.s3.amazonaws.com/archive/2015-12-03/ZN/MA/6CWCD35ZRHWE_192508_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-03/ZN/MA/6CWCD35ZRHWE_192508_10.jpg
