aired_at,duration,client_name,channel_name,city_name,campaign_name,brand_name,video_path,thumbnail_path
2015-12-17T06:19:41:000000Z,30.00,"Idea Cellular Limited","Zee Cinema",Delhi,"Idea Cellular",IDEA,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZC/DL/88I05ONW998T_114941_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZC/DL/88I05ONW998T_114941_30.jpg
2015-12-07T14:56:31:000000Z,10.00,"Nova Dairy","Zee TV",MPCG,"Nova Dairy","Nova Dairy",http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZT/RP/2H0OEMVX7XPO_202631_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZT/RP/2H0OEMVX7XPO_202631_10.jpg
2015-12-01T02:25:39:000000Z,15.00,"Indofil Industries Limited","Zee News",Gujarat,"Indofil Industries","Indofil Industries",http://amagicloud.s3.amazonaws.com/archive/2015-12-01/ZN/AM/52Y937NSTDNX_075539_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-01/ZN/AM/52Y937NSTDNX_075539_15.jpg
2015-12-22T14:26:06:000000Z,20.00,"Pepsico India Holdings Private Limited","Zee TV",Delhi,Tropicana,Tropicana,http://amagicloud.s3.amazonaws.com/archive/2015-12-22/ZT/DL/2DD28JMQX52L_195606_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-22/ZT/DL/2DD28JMQX52L_195606_20.jpg
2015-12-21T02:09:47:000000Z,20.00,"Johnson And Johnson Limited","Zee Cinema",Mumbai,"FFW India Film","Clean and Clear Foaming Wash",http://amagicloud.s3.amazonaws.com/archive/2015-12-21/ZC/MU/442FETHF68BZ_073947_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-21/ZC/MU/442FETHF68BZ_073947_20.jpg
2015-12-07T10:26:13:000000Z,20.00,"G and G Group","Zee News",DTH,"G and G Group","G and G Group",http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZN/MA/48L364OMZTQO_155613_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZN/MA/48L364OMZTQO_155613_20.jpg
2015-12-17T02:23:21:000000Z,10.00,"Marvellous India Pvt. Ltd.","Zee News","West Bengal","Marvellous_Chiraj Appliances","Jaipan Water Heater",http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZN/KO/UP2SGWC35OS8_075321_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZN/KO/UP2SGWC35OS8_075321_10.jpg
2015-12-03T09:57:52:000000Z,30.00,"Parle Products Pvt Ltd","Zee TV",Gujarat,"JACK2    ",KrackJack,http://amagicloud.s3.amazonaws.com/archive/2015-12-03/ZT/AM/2Q2NUUY3UNP9_152752_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-03/ZT/AM/2Q2NUUY3UNP9_152752_30.jpg
2015-12-07T06:17:10:000000Z,20.00,"Richfeel Health and Beauty Pvt Ltd","Zee News",Mumbai,Richfeel,Richfeel,http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZN/MU/4FN7X2N6FEBP_114710_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZN/MU/4FN7X2N6FEBP_114710_20.jpg
2015-12-21T15:25:30:000000Z,15.00,"Hindustan Unilever Limited","Zee TV",Punjab,"HUL_Vim Bar","Vim Bar",http://amagicloud.s3.amazonaws.com/archive/2015-12-21/ZT/LD/8CYE6DW7LD4V_205530_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-21/ZT/LD/8CYE6DW7LD4V_205530_15.jpg
2015-12-07T14:56:06:000000Z,20.00,"Anchor Health and Beauty Care Pvt. Ltd.","Zee News",Punjab,"Anchor Health Care","Anchor Toothpaste",http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZN/LD/84LCB6ZVFIUH_202606_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZN/LD/84LCB6ZVFIUH_202606_20.jpg
2015-12-11T07:47:26:000000Z,30.00,"Johnson And Johnson Limited","Zee TV","West Bengal","JNJ_Baby Cream New Pack","Baby Cream",http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZT/KO/2A9JJX98I6U6_131726_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZT/KO/2A9JJX98I6U6_131726_30.jpg
2015-12-17T04:52:33:000000Z,20.00,"Padam Motors Pvt. Ltd.",IBN7,PHCHP,"Padam Motors","Padam Motors",http://amagicloud.s3.amazonaws.com/archive/2015-12-17/IB/LD/45M69LIMO1EO_102233_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/IB/LD/45M69LIMO1EO_102233_20.jpg
2015-12-09T05:53:28:000000Z,15.00,"Harsh Enterprises",IBN7,Gujarat,"Harsh Enterprises","Harsh Enterprises",http://amagicloud.s3.amazonaws.com/archive/2015-12-09/IB/AM/5YN4PU6JRHEX_112328_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/IB/AM/5YN4PU6JRHEX_112328_15.jpg
2015-12-17T10:22:57:000000Z,20.00,"GK Tobacco Industries Pvt Ltd","Zee News",Rajasthan,"Zafri Pan Masala","Zafri Pan Masala",http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZN/MA/6IH72M09308S_155257_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZN/MA/6IH72M09308S_155257_20.jpg
2015-12-18T07:14:32:000000Z,20.00,"Hindustan Unilever Limited","Zee TV","Uttar Pradesh","HUL LIFEBUOY SOAP","Lifebuoy Soap",http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZT/UR/3SECQ1MJLM7I_124432_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZT/UR/3SECQ1MJLM7I_124432_20.jpg
2015-12-06T01:43:18:000000Z,20.00,"The Saraswat Cooperative Bank Ltd.",IBN7,Mumbai,"Saraswat Bank_KWIK LAP","Sarswat cooperative Bank",http://amagicloud.s3.amazonaws.com/archive/2015-12-06/IB/MU/707XAC2ARYPZ_071318_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-06/IB/MU/707XAC2ARYPZ_071318_20.jpg
2015-12-07T05:57:47:000000Z,10.00,"Nova Dairy","Zee TV",MPCG,"Nova Dairy","Nova Dairy",http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZT/RP/2H0OEMVX7XPO_112747_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZT/RP/2H0OEMVX7XPO_112747_10.jpg
2015-12-22T15:09:26:000000Z,50.00,"Abul Khair Group Ltd.","Zee Bangla",Bangladesh,"Abul Khair Group","Marks Diet",http://amagicloud.s3.amazonaws.com/archive/2015-12-22/ZA/BD/63FQ3GYIN92R_203926_50.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-22/ZA/BD/63FQ3GYIN92R_203926_50.jpg
2015-12-04T06:23:32:000000Z,15.00,"Harsh Enterprises","Zee News",Gujarat,"Harsh Enterprises","Harsh Enterprises",http://amagicloud.s3.amazonaws.com/archive/2015-12-04/ZN/AM/5YN4PU6JRHEX_115332_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-04/ZN/AM/5YN4PU6JRHEX_115332_15.jpg
2015-12-08T09:10:53:000000Z,20.00,"Amagi Media Labs Pvt Ltd",IBN7,"All India DTH","Amagi Filler_IBN7","Amagi Media",http://amagicloud.s3.amazonaws.com/archive/2015-12-08/IB/MA/2YKTJJA33LJJ_144053_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-08/IB/MA/2YKTJJA33LJJ_144053_20.jpg
2015-12-01T06:53:39:000000Z,30.00,"Wipro Enterprises Ltd. Consumer Care And Lighting Div","Zee TV",Gujarat,"Wipro_Santoor Soap","Santoor Soap",http://amagicloud.s3.amazonaws.com/archive/2015-12-01/ZT/AM/32VSIH3GNTEG_122339_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-01/ZT/AM/32VSIH3GNTEG_122339_30.jpg
2015-12-12T11:51:34:000000Z,20.00,"Fena Pvt Limited","Zee TV",Bihar,Fena,Fena,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZT/PT/6PGRYK5P5Y6U_172134_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZT/PT/6PGRYK5P5Y6U_172134_20.jpg
2015-12-15T10:57:06:000000Z,10.00,"Marvellous India Pvt. Ltd.","Zee News","West Bengal","Marvellous_Chiraj Appliances","Jaipan Water Heater",http://amagicloud.s3.amazonaws.com/archive/2015-12-15/ZN/KO/UP2SGWC35OS8_162706_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-15/ZN/KO/UP2SGWC35OS8_162706_10.jpg
2015-12-20T04:54:16:000000Z,10.00,"Planet Nutrition Pvt. Ltd.","Zee News",DTH,"Planet Nutrition","FB Nutrition",http://amagicloud.s3.amazonaws.com/archive/2015-12-20/ZN/MA/6CWCD35ZRHWE_102416_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-20/ZN/MA/6CWCD35ZRHWE_102416_10.jpg
2015-12-23T12:15:58:000000Z,10.00,"LOreal India Pvt. Ltd.","Zee Cinema",WestBengal,"LP_Range Sachet ","LOREAL PARIS",http://amagicloud.s3.amazonaws.com/archive/2015-12-23/ZC/KO/6OS0MX00BOJN_174558_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-23/ZC/KO/6OS0MX00BOJN_174558_10.jpg
2015-12-04T05:56:30:000000Z,25.00,"Sanghvi Foods Private Limited","Zee TV",Mumbai,"Sanghvi Foods","Silver Coin Atta",http://amagicloud.s3.amazonaws.com/archive/2015-12-04/ZT/MA/3DI2HU0WX9YG_112630_25.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-04/ZT/MA/3DI2HU0WX9YG_112630_25.jpg
2015-12-12T12:26:41:000000Z,30.00,"Idea Cellular Limited","Zee News",Delhi,"Idea Cellular",IDEA,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZN/DL/7LUF2SS1KAFG_175641_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZN/DL/7LUF2SS1KAFG_175641_30.jpg
2015-12-19T03:46:30:000000Z,25.00,"Rosario Cosmetics Pvt Ltd","Zee TV",Delhi,"Rosario Cosmetics","HYGIA 24H Protection",http://amagicloud.s3.amazonaws.com/archive/2015-12-19/ZT/DL/200X25KN805U_091630_25.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-19/ZT/DL/200X25KN805U_091630_25.jpg
2015-12-05T10:16:13:000000Z,30.00,"WOW Marketing","Zee News",Punjab,"WOW Marketing","WOW Marketing",http://amagicloud.s3.amazonaws.com/archive/2015-12-05/ZN/MA/70APPOH01H8G_154613_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-05/ZN/MA/70APPOH01H8G_154613_30.jpg
2015-12-19T16:21:38:000000Z,20.00,"Johnson And Johnson Limited","Zee TV","North East","FFW India Film","Clean and Clear Foaming Wash",http://amagicloud.s3.amazonaws.com/archive/2015-12-19/ZT/GW/3DA9IUV4RKMV_215138_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-19/ZT/GW/3DA9IUV4RKMV_215138_20.jpg
2015-12-02T02:21:55:000000Z,10.00,"Canary Apparels Pvt Ltd.",IBN7,"Uttar Pradesh","Canary London","Canary Apparels Pvt Ltd.",http://amagicloud.s3.amazonaws.com/archive/2015-12-02/IB/KP/55W1SBR0OCHS_075155_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-02/IB/KP/55W1SBR0OCHS_075155_10.jpg
2015-12-01T16:43:58:000000Z,10.00,"Canary Apparels Pvt Ltd.",IBN7,"Uttar Pradesh","Canary London","Canary Apparels Pvt Ltd.",http://amagicloud.s3.amazonaws.com/archive/2015-12-01/IB/KP/55W1SBR0OCHS_221358_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-01/IB/KP/55W1SBR0OCHS_221358_10.jpg
2015-12-18T08:12:06:000000Z,15.00,"Indofil Industries Limited","Zee News",Bihar,"Indofil Industries","Indofil Industries",http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZN/PT/52Y937RQL1DL_134206_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZN/PT/52Y937RQL1DL_134206_15.jpg
2015-12-12T09:11:12:000000Z,10.00,"LOreal India Pvt. Ltd.","Zee TV",WestBengal,"LP_Range Sachet","LOREAL PARIS",http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZT/KO/7LQX8MUJWING_144112_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZT/KO/7LQX8MUJWING_144112_10.jpg
2015-12-23T17:23:44:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.","Zee News",Hyderabad,"Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-23/ZN/HY/1MK39I8AWJRO_225344_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-23/ZN/HY/1MK39I8AWJRO_225344_10.jpg
2015-12-11T08:55:09:000000Z,20.00,"Richfeel Health and Beauty Pvt Ltd","Zee News",Mumbai,Richfeel,Richfeel,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/MU/4FN7X2N6FEBP_142509_19.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZN/MU/4FN7X2N6FEBP_142509_19.jpg
2015-12-02T02:18:53:000000Z,10.00,"Nova Dairy","Zee News",MPCG,"Nova Dairy","Nova Dairy",http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZN/BH/4DNF4IALAE39_074853_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-02/ZN/BH/4DNF4IALAE39_074853_10.jpg
2015-12-01T14:23:35:000000Z,10.00,"Laljee Godhoo and Co.","Zee News",Maharashtra,"LG Hing","L.G. Hing",http://amagicloud.s3.amazonaws.com/archive/2015-12-01/ZN/MU/6HC6M5FL03IH_195335_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-01/ZN/MU/6HC6M5FL03IH_195335_10.jpg
2015-12-08T13:40:57:000000Z,20.00,"GK Tobacco Industries Pvt Ltd",IBN7,Rajasthan,"Zafri Pan Masala","Zafri Pan Masala",http://amagicloud.s3.amazonaws.com/archive/2015-12-08/IB/MA/6IH72M09308S_191057_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-08/IB/MA/6IH72M09308S_191057_20.jpg
2015-12-18T15:25:44:000000Z,20.00,"Britannia Industries Ltd.","Zee TV",Bihar,"Marie Rs 5 Dec15-Jan16 TV activity","Britannia Marie Gold",http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZT/PT/6SV60B8DC7PQ_205544_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZT/PT/6SV60B8DC7PQ_205544_20.jpg
2015-12-21T06:17:47:000000Z,20.00,"Sapat International Private Limited","Zee TV",Maharashtra,"Sapat International","Sapat Parvaar Tea CB",http://amagicloud.s3.amazonaws.com/archive/2015-12-21/ZT/MU/5OXLCHNORCNX_114747_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-21/ZT/MU/5OXLCHNORCNX_114747_20.jpg
2015-12-03T15:19:20:000000Z,20.00,"Anchor Health and Beauty Care Pvt. Ltd.","Zee Cinema",Punjab,"Anchor Health Care","Anchor Toothpaste",http://amagicloud.s3.amazonaws.com/archive/2015-12-03/ZC/LD/77JR2BS5GO4L_204920_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-03/ZC/LD/77JR2BS5GO4L_204920_20.jpg
2015-12-17T15:24:46:000000Z,20.00,"Johnson And Johnson Limited","Zee TV","North East","FFW India Film","Clean and Clear Foaming Wash",http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/GW/3DA9IUV4RKMV_205446_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/GW/3DA9IUV4RKMV_205446_20.jpg
2015-12-11T11:21:49:000000Z,15.00,"Rosario Cosmetics Pvt Ltd","Zee TV",DTH,"Rosario Cosmetics","HYGIA 24H Protection",http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZT/MA/200X25KJOZOX_165149_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZT/MA/200X25KJOZOX_165149_15.jpg
2015-12-19T05:57:07:000000Z,20.00,"Hindustan Unilever Limited","Zee TV",Maharashtra,HUL_Comfort,Comfort,http://amagicloud.s3.amazonaws.com/archive/2015-12-19/ZT/MU/72ZVRWLL4R4A_112707_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-19/ZT/MU/72ZVRWLL4R4A_112707_20.jpg
2015-12-09T05:26:59:000000Z,20.00,"Britannia Industries Ltd.","Zee TV",Bihar,"Marie Rs 5 Dec15-Jan16 TV activity","Britannia Marie Gold",http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZT/PT/6SV60B8DC7PQ_105659_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/ZT/PT/6SV60B8DC7PQ_105659_20.jpg
2015-12-01T15:24:33:000000Z,15.00,"Dabur India Ltd.","Zee TV",Bihar,"Anmol Jasmine Hair Oil","Dabur Anmol Jasmine Hair Oil",http://amagicloud.s3.amazonaws.com/archive/2015-12-01/ZT/PT/P23TTDOG48EJ_205433_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-01/ZT/PT/P23TTDOG48EJ_205433_15.jpg
2015-12-04T08:15:23:000000Z,20.00,"GK Tobacco Industries Pvt Ltd",IBN7,Rajasthan,"Zafri Pan Masala","Zafri Pan Masala",http://amagicloud.s3.amazonaws.com/archive/2015-12-04/IB/MA/6IH72M09308S_134523_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-04/IB/MA/6IH72M09308S_134523_20.jpg
2015-12-18T02:26:10:000000Z,20.00,"Padam Motors Pvt. Ltd.","Zee News",PHCHP,"Padam Motors","Padam Motors",http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZN/LD/65S5UR7SWULU_075610_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZN/LD/65S5UR7SWULU_075610_20.jpg
2015-12-13T17:24:24:000000Z,30.00,"The Saraswat Cooperative Bank Ltd.",IBN7,Mumbai,"Saraswat Bank_KWIK LAP","Sarswat cooperative Bank",http://amagicloud.s3.amazonaws.com/archive/2015-12-13/IB/MU/45CC685IU4S0_225424_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-13/IB/MU/45CC685IU4S0_225424_30.jpg
2015-12-23T13:54:45:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.","Zee News","Jammu Kashmir","Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-23/ZN/SG/1MK39I7068F0_192445_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-23/ZN/SG/1MK39I7068F0_192445_10.jpg
2015-12-18T18:16:07:000000Z,15.00,"Hindustan Unilever Limited","Zee Cinema",Gujarat,"HUL_PureIt Classic","PureIt Classic ",http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZC/AM/56NQ1W203FS0_234607_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZC/AM/56NQ1W203FS0_234607_15.jpg
2015-12-18T04:43:15:000000Z,10.00,"Lucknow Gramudyog Sansthan","Zee News",Bihar,"Guide Detergent","Guide Detergent",http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZN/PT/49HBY6NTN7Z2_101315_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZN/PT/49HBY6NTN7Z2_101315_10.jpg
2015-12-23T06:41:54:000000Z,10.00,"Sonali Soap and Chemical Industries","Zee TV","West Bengal","Sonali Soap","Sonali Glycerin Soap",http://amagicloud.s3.amazonaws.com/archive/2015-12-23/ZT/KO/5EN5YJ2KWC9Q_121154_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-23/ZT/KO/5EN5YJ2KWC9Q_121154_10.jpg
2015-12-15T11:54:23:000000Z,10.00,"Hindustan Unilever Limited","Zee Cinema","Uttar Pradesh",HUL_Huggies,"Huggies Pants",http://amagicloud.s3.amazonaws.com/archive/2015-12-15/ZC/UR/7BRV7VP6L4NO_172423_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-15/ZC/UR/7BRV7VP6L4NO_172423_10.jpg
2015-12-20T07:18:16:000000Z,20.00,"Johnson And Johnson Limited","Zee TV","North East","FFW India Film","Clean and Clear Foaming Wash",http://amagicloud.s3.amazonaws.com/archive/2015-12-20/ZT/GW/1BNQLNHHTEZR_124816_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-20/ZT/GW/1BNQLNHHTEZR_124816_20.jpg
2015-12-06T07:58:25:000000Z,30.00,"Johnson And Johnson Limited","Zee Cinema","West Bengal","JNJ Baby Cream_ZC","Baby Cream",http://amagicloud.s3.amazonaws.com/archive/2015-12-06/ZC/KO/8WK30DAMLRA3_132825_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-06/ZC/KO/8WK30DAMLRA3_132825_30.jpg
2015-12-17T06:48:28:000000Z,20.00,"Pepsico India Holdings Private Limited","Zee TV","Uttar Pradesh",Tropicana,Tropicana,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/UR/2DD28JMKODIR_121828_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-17/ZT/UR/2DD28JMKODIR_121828_20.jpg
2015-12-10T07:18:23:000000Z,10.00,"Marvellous India Pvt. Ltd.","Zee News","West Bengal","Marvellous_Chiraj Appliances","Jaipan Water Heater",http://amagicloud.s3.amazonaws.com/archive/2015-12-10/ZN/KO/UP2SGWC35OS8_124823_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-10/ZN/KO/UP2SGWC35OS8_124823_10.jpg
2015-12-10T07:13:15:000000Z,15.00,"Slanzer Technology Private Limited",IBN7,Delhi,"Slanzer Gadgets","Slanzer Gadgets",http://amagicloud.s3.amazonaws.com/archive/2015-12-10/IB/MA/6QR1FQYPAD18_124315_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-10/IB/MA/6QR1FQYPAD18_124315_15.jpg
2015-12-18T06:22:06:000000Z,10.00,"Technoculture Building Solutions Pvt.Ltd","Zee News","West Bengal","TechnoCulture_WB Feed","Vastu Vihar",http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZN/KO/5AVZS28Q2DCU_115206_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-18/ZN/KO/5AVZS28Q2DCU_115206_10.jpg
2015-12-11T12:43:42:000000Z,20.00,"Canary Apparels Pvt Ltd.",IBN7,Bihar,"Canary London","Canary Apparels Pvt Ltd.",http://amagicloud.s3.amazonaws.com/archive/2015-12-11/IB/PT/55W1SBRRR13S_181342_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/IB/PT/55W1SBRRR13S_181342_20.jpg
2015-12-11T09:21:46:000000Z,30.00,"Idea Cellular Limited","Zee TV",Delhi,"Idea_3G900 Launch",IDEA,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZT/DL/662TH5JNIWII_145146_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZT/DL/662TH5JNIWII_145146_30.jpg
2015-12-11T16:13:55:000000Z,50.00,"Abul Khair Group Ltd.","Zee Bangla",Bangladesh,"Abul Khair Group","Marks Gold",http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZA/BD/1CJICXQVTZP6_214355_50.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-11/ZA/BD/1CJICXQVTZP6_214355_50.jpg
2015-12-10T17:22:14:000000Z,10.00,"Lucknow Gramudyog Sansthan","Zee News",Bihar,"Guide Detergent","Guide Detergent",http://amagicloud.s3.amazonaws.com/archive/2015-12-10/ZN/PT/49HBY6NTN7Z2_225214_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-10/ZN/PT/49HBY6NTN7Z2_225214_10.jpg
2015-12-21T10:20:10:000000Z,15.00,"Procter And Gamble","Zee Bangla",Bangladesh,"Gillette Guard CS","GILLETTE GUARD",http://amagicloud.s3.amazonaws.com/archive/2015-12-21/ZA/BD/6ECW3EGTA8Z9_155010_15.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-21/ZA/BD/6ECW3EGTA8Z9_155010_15.jpg
2015-12-12T07:39:41:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.","Zee News",Hyderabad,"Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZN/HY/1MK39I8AWJRO_130941_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-12/ZN/HY/1MK39I8AWJRO_130941_10.jpg
2015-12-06T16:43:49:000000Z,25.00,"Dollar Industries","Zee Cinema",DTH,"Dollar Industries",Dollar,http://amagicloud.s3.amazonaws.com/archive/2015-12-06/ZC/MA/6KXNSM8IA9E6_221349_25.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-06/ZC/MA/6KXNSM8IA9E6_221349_25.jpg
2015-12-03T12:49:47:000000Z,10.00,"Amagi Media Labs Pvt Ltd",IBN7,"All India DTH","Amagi Filler_IBN7","Amagi Media",http://amagicloud.s3.amazonaws.com/archive/2015-12-03/IB/MA/2YKTJJBDSBOZ_181947_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-03/IB/MA/2YKTJJBDSBOZ_181947_10.jpg
2015-12-07T13:24:04:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.","Zee News",Punjab,"Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZN/LD/1MK39I4M3JP4_185404_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-07/ZN/LD/1MK39I4M3JP4_185404_10.jpg
2015-12-05T02:47:13:000000Z,10.00,"ESSEL Bathfittings Pvt. Ltd.","Zee News",Hyderabad,"Essel Bathfittings","Essel Bathfittings",http://amagicloud.s3.amazonaws.com/archive/2015-12-05/ZN/HY/1MK39I8AWJRO_081713_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-05/ZN/HY/1MK39I8AWJRO_081713_10.jpg
2015-12-09T07:23:16:000000Z,10.00,"Muntaha Foods Pvt Ltd",IBN7,UP,"Muntaha Foods","Ground Fresh Masalay",http://amagicloud.s3.amazonaws.com/archive/2015-12-09/IB/KP/4QBPDHEWFA12_125316_10.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-09/IB/KP/4QBPDHEWFA12_125316_10.jpg
2015-12-16T09:11:51:000000Z,20.00,"GK Tobacco Industries Pvt Ltd",IBN7,Rajasthan,"Zafri Pan Masala","Zafri Pan Masala",http://amagicloud.s3.amazonaws.com/archive/2015-12-16/IB/MA/6IH72M09308S_144151_20.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-16/IB/MA/6IH72M09308S_144151_20.jpg
2015-12-06T07:21:38:000000Z,30.00,"BBC World",IBN7,"Madhya Pradesh","BBC Dunia","BBC Dunia",http://amagicloud.s3.amazonaws.com/archive/2015-12-06/IB/BH/553CNXO7BLGB_125138_30.mp4,http://amagicloud.s3.amazonaws.com/archive/2015-12-06/IB/BH/553CNXO7BLGB_125138_30.jpg
